n_sites,j,g,m,initial_state,t_target,dt,n_steps,t_used,observable_name,method,observable,observable_error,state_error,state_infidelity,gauss_violation,defect1_obs_response,defect2_obs_response,defect1_predictor,defect2_predictor
3,1.0,1.0,0.5,neel_x,4.0,0.125,32,4.0,mass_density,trotter1,0.2838160547290832,0.0004913430545219755,0.18362411977204632,0.03371781736205881,3.1826393372587822e-15,1.4573446654428652,0.006532349742370966,0.18216808318035815,0.00010206796472454634
3,1.0,1.0,0.5,neel_x,4.0,0.125,32,4.0,mass_density,trotter2,0.2838160547290858,0.000491343054524529,0.02623263049898776,0.0006881509028964228,4.884981308350689e-15,1.4573446654428652,0.006532349742370966,0.18216808318035815,0.00010206796472454634
3,1.0,1.0,0.5,neel_x,4.0,0.0625,64,4.0,mass_density,exact,0.28332471167456125,0.0,0.0,0.0,1.6283271027835629e-15,1.4573446654428652,0.006532349742370966,0.09108404159017908,2.5516991181136585e-05
3,1.0,1.0,0.5,neel_x,4.0,0.0625,64,4.0,mass_density,trotter1,0.28342174764403205,9.70359694708045e-05,0.0862386890662196,0.0074371114918601045,7.771561172376096e-16,1.4573446654428652,0.006532349742370966,0.09108404159017908,2.5516991181136585e-05
3,1.0,1.0,0.5,neel_x,4.0,0.0625,64,4.0,mass_density,trotter2,0.28342174764403294,9.703596947169268e-05,0.006510271681843439,4.23836373714126e-05,8.881784197001252e-16,1.4573446654428652,0.006532349742370966,0.09108404159017908,2.5516991181136585e-05
3,1.0,1.0,0.5,neel_x,4.0,0.03125,128,4.0,mass_density,exact,0.28332471167456125,0.0,0.0,0.0,1.6283271027835629e-15,1.4573446654428652,0.006532349742370966,0.04554202079508954,6.379247795284146e-06
3,1.0,1.0,0.5,neel_x,4.0,0.03125,128,4.0,mass_density,trotter1,0.28334731632210663,2.2604647545387824e-05,0.04168077169218815,0.0017372867288563132,1.354472090042691e-14,1.4573446654428652,0.006532349742370966,0.04554202079508954,6.379247795284146e-06
3,1.0,1.0,0.5,neel_x,4.0,0.03125,128,4.0,mass_density,trotter2,0.28334731632209614,2.2604647534896216e-05,0.0016245492398126726,2.6391602325759322e-06,1.3433698597964394e-14,1.4573446654428652,0.006532349742370966,0.04554202079508954,6.379247795284146e-06
3,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,trotter1,0.04865443028773814,0.03736821101329546,0.4838974057778225,0.23415669931850658,4.070817756958907e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,trotter2,0.04865443028773814,0.03736821101329546,0.12444716763876999,0.015487097533312122,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,trotter1,0.07819549873641753,0.007827142564616071,0.2275604413326373,0.05178375445950467,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,trotter2,0.07819549873641754,0.007827142564616058,0.027051032041589634,0.0007317583345151091,2.9605947323337506e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
3,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,trotter1,0.08414300006665683,0.0018796412343767693,0.1106829900754412,0.012250724292040216,6.661338147750939e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
3,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,trotter2,0.08414300006665684,0.0018796412343767555,0.006558572153598524,4.3014868693957986e-05,4.810966440042345e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
3,1.0,1.0,0.5,uniform_x,0.5,0.0625,8,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.049132138869202216,0.0005534625944854496
3,1.0,1.0,0.5,uniform_x,0.5,0.0625,8,0.5,mass_density,trotter1,0.08555733790277562,0.0004653033982579824,0.05461447074901665,0.0029827404151951953,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.049132138869202216,0.0005534625944854496
3,1.0,1.0,0.5,uniform_x,0.5,0.0625,8,0.5,mass_density,trotter2,0.08555733790277541,0.00046530339825819056,0.0016275002704444893,2.648757130296886e-06,2.1094237467877974e-15,0.7861142219072355,0.1416864241882751,0.049132138869202216,0.0005534625944854496
3,1.0,1.0,0.5,uniform_x,0.5,0.03125,16,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.024566069434601108,0.0001383656486213624
3,1.0,1.0,0.5,uniform_x,0.5,0.03125,16,0.5,mass_density,trotter1,0.08590660021393533,0.00011604108709827032,0.027131075656411773,0.0007360952662739395,0.0,0.7861142219072355,0.1416864241882751,0.024566069434601108,0.0001383656486213624
3,1.0,1.0,0.5,uniform_x,0.5,0.03125,16,0.5,mass_density,trotter2,0.08590660021393554,0.00011604108709806216,0.0004061253005950682,1.649377597834345e-07,7.401486830834377e-16,0.7861142219072355,0.1416864241882751,0.024566069434601108,0.0001383656486213624
3,1.0,1.0,0.5,uniform_x,1.0,0.5,2,1.0,mass_density,exact,0.13249371339822302,0.0,0.0,0.0,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.31787677751458937,0.0059524591357274104
3,1.0,1.0,0.5,uniform_x,1.0,0.5,2,1.0,mass_density,trotter1,0.11161506318680503,0.020878650211417993,0.5301478320111189,0.2810567237860896,5.551115123125783e-16,0.6357535550291787,0.023809836542909642,0.31787677751458937,0.0059524591357274104
3,1.0,1.0,0.5,uniform_x,1.0,0.5,2,1.0,mass_density,trotter2,0.11161506318680509,0.020878650211417937,0.13436513886657883,0.018053990542635012,5.551115123125783e-16,0.6357535550291787,0.023809836542909642,0.31787677751458937,0.0059524591357274104
3,1.0,1.0,0.5,uniform_x,1.0,0.25,4,1.0,mass_density,exact,0.13249371339822302,0.0,0.0,0.0,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.15893838875729469,0.0014881147839318526
3,1.0,1.0,0.5,uniform_x,1.0,0.25,4,1.0,mass_density,trotter1,0.12815410892862095,0.004339604469602076,0.2518551456745061,0.0634310144027267,5.181040781584064e-16,0.6357535550291787,0.023809836542909642,0.15893838875729469,0.0014881147839318526
3,1.0,1.0,0.5,uniform_x,1.0,0.25,4,1.0,mass_density,trotter2,0.12815410892862097,0.004339604469602049,0.0317281957109516,0.0010066784030724474,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.15893838875729469,0.0014881147839318526
3,1.0,1.0,0.5,uniform_x,1.0,0.125,8,1.0,mass_density,exact,0.13249371339822302,0.0,0.0,0.0,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.07946919437864734,0.00037202869598296315
3,1.0,1.0,0.5,uniform_x,1.0,0.125,8,1.0,mass_density,trotter1,0.13145509857947216,0.001038614818750866,0.12228412484352826,0.014953407188747603,3.3306690738754696e-16,0.6357535550291787,0.023809836542909642,0.07946919437864734,0.00037202869598296315
3,1.0,1.0,0.5,uniform_x,1.0,0.125,8,1.0,mass_density,trotter2,0.1314550985794721,0.0010386148187509214,0.007822768899389022,6.119571325324813e-05,6.291263806209221e-16,0.6357535550291787,0.023809836542909642,0.07946919437864734,0.00037202869598296315
3,1.0,1.0,0.5,uniform_x,1.0,0.0625,16,1.0,mass_density,exact,0.13249371339822302,0.0,0.0,0.0,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.03973459718932367,9.300717399574079e-05
3,1.0,1.0,0.5,uniform_x,1.0,0.0625,16,1.0,mass_density,trotter1,0.13223685165160487,0.0002568617466181533,0.06023618187427452,0.0036283976067906787,2.0724163126336257e-15,0.6357535550291787,0.023809836542909642,0.03973459718932367,9.300717399574079e-05
3,1.0,1.0,0.5,uniform_x,1.0,0.0625,16,1.0,mass_density,trotter2,0.13223685165160481,0.0002568617466182088,0.0019489251601533565,3.7983092798787865e-06,2.9235872981795788e-15,0.6357535550291787,0.023809836542909642,0.03973459718932367,9.300717399574079e-05
3,1.0,1.0,0.5,uniform_x,1.0,0.03125,32,1.0,mass_density,exact,0.13249371339822302,0.0,0.0,0.0,1.1102230246251565e-16,0.6357535550291787,0.023809836542909642,0.019867298594661836,2.3251793498935197e-05
3,1.0,1.0,0.5,uniform_x,1.0,0.03125,32,1.0,mass_density,trotter1,0.132429670956471,6.404244175201024e-05,0.029893557850777245,0.0008936248009777659,2.9605947323337506e-16,0.6357535550291787,0.023809836542909642,0.019867298594661836,2.3251793498935197e-05
3,1.0,1.0,0.5,uniform_x,1.0,0.03125,32,1.0,mass_density,trotter2,0.13242967095647123,6.404244175178819e-05,0.0004868092427332243,2.3698323881049532e-07,2.4424906541753444e-15,0.6357535550291787,0.023809836542909642,0.019867298594661836,2.3251793498935197e-05
3,1.0,1.0,0.5,uniform_x,2.0,0.5,4,2.0,mass_density,exact,0.1624142501939813,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727511,0.06095265522367574,0.009491810748637555,0.015238163805918935
3,1.0,1.0,0.5,uniform_x,2.0,0.5,4,2.0,mass_density,trotter1,0.14487715923979794,0.017537090954183376,0.2557807968537781,0.0654238160391537,4.440892098500626e-16,0.01898362149727511,0.06095265522367574,0.009491810748637555,0.015238163805918935
3,1.0,1.0,0.5,uniform_x,2.0,0.5,4,2.0,mass_density,trotter2,0.14487715923979796,0.01753709095418335,0.1494246065669878,0.022327713047699094,5.551115123125783e-16,0.01898362149727511,0.06095265522367574,0.009491810748637555,0.015238163805918935
3,1.0,1.0,0.5,uniform_x,2.0,0.25,8,2.0,mass_density,exact,0.1624142501939813,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727511,0.06095265522367574,0.004745905374318777,0.0038095409514797337
3,1.0,1.0,0.5,uniform_x,2.0,0.25,8,2.0,mass_density,trotter1,0.15980531075337134,0.0026089394406099697,0.09692983974075743,0.009395393832168919,5.551115123125783e-16,0.01898362149727511,0.06095265522367574,0.004745905374318777,0.0038095409514797337
3,1.0,1.0,0.5,uniform_x,2.0,0.25,8,2.0,mass_density,trotter2,0.15980531075337148,0.002608939440609831,0.0319040082236531,0.0010178657407349245,4.440892098500626e-16,0.01898362149727511,0.06095265522367574,0.004745905374318777,0.0038095409514797337
3,1.0,1.0,0.5,uniform_x,2.0,0.125,16,2.0,mass_density,exact,0.1624142501939813,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727511,0.06095265522367574,0.0023729526871593886,0.0009523852378699334
3,1.0,1.0,0.5,uniform_x,2.0,0.125,16,2.0,mass_density,trotter1,0.16184521076804145,0.0005690394259398601,0.04469148137836406,0.0019973285077926617,1.4802973661668753e-16,0.01898362149727511,0.06095265522367574,0.0023729526871593886,0.0009523852378699334
3,1.0,1.0,0.5,uniform_x,2.0,0.125,16,2.0,mass_density,trotter2,0.1618452107680416,0.0005690394259397213,0.0076635064736419465,5.8729331471552015e-05,5.181040781584064e-16,0.01898362149727511,0.06095265522367574,0.0023729526871593886,0.0009523852378699334
3,1.0,1.0,0.5,uniform_x,2.0,0.0625,32,2.0,mass_density,exact,0.1624142501939813,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727511,0.06095265522367574,0.0011864763435796943,0.00023809630946748336
3,1.0,1.0,0.5,uniform_x,2.0,0.0625,32,2.0,mass_density,trotter1,0.1622768197417754,0.00013743045220590555,0.02184116534781092,0.0004770365037504165,3.4046839421838135e-15,0.01898362149727511,0.06095265522367574,0.0011864763435796943,0.00023809630946748336
3,1.0,1.0,0.5,uniform_x,2.0,0.0625,32,2.0,mass_density,trotter2,0.16227681974177505,0.00013743045220626637,0.0018968290540940268,3.5979604604552406e-06,5.6991448597424705e-15,0.01898362149727511,0.06095265522367574,0.0011864763435796943,0.00023809630946748336
3,1.0,1.0,0.5,uniform_x,2.0,0.03125,64,2.0,mass_density,exact,0.1624142501939813,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727511,0.06095265522367574,0.0005932381717898472,5.952407736687084e-05
3,1.0,1.0,0.5,uniform_x,2.0,0.03125,64,2.0,mass_density,trotter1,0.1623801888560336,3.40613379476995e-05,0.010847265559780706,0.00011766317012440464,4.440892098500626e-16,0.01898362149727511,0.06095265522367574,0.0005932381717898472,5.952407736687084e-05
3,1.0,1.0,0.5,uniform_x,2.0,0.03125,64,2.0,mass_density,trotter2,0.16238018885603486,3.40613379464505e-05,0.0004730244086604017,2.2375209118852268e-07,6.735353016059283e-15,0.01898362149727511,0.06095265522367574,0.0005932381717898472,5.952407736687084e-05
3,1.0,1.0,0.5,uniform_x,4.0,0.5,8,4.0,mass_density,exact,0.15060131584009526,0.0,0.0,0.0,8.881784197001252e-16,0.17079007652517542,0.135932729486826,0.08539503826258771,0.0339831823717065
3,1.0,1.0,0.5,uniform_x,4.0,0.5,8,4.0,mass_density,trotter1,0.1104521857666382,0.04014913007345705,0.4512284668145442,0.2036071292638042,1.1102230246251565e-16,0.17079007652517542,0.135932729486826,0.08539503826258771,0.0339831823717065
3,1.0,1.0,0.5,uniform_x,4.0,0.5,8,4.0,mass_density,trotter2,0.1104521857666382,0.04014913007345705,0.28622448381106785,0.08192445513291224,9.62193288008469e-16,0.17079007652517542,0.135932729486826,0.08539503826258771,0.0339831823717065
3,1.0,1.0,0.5,uniform_x,4.0,0.25,16,4.0,mass_density,exact,0.15060131584009526,0.0,0.0,0.0,8.881784197001252e-16,0.17079007652517542,0.135932729486826,0.042697519131293854,0.008495795592926625
3,1.0,1.0,0.5,uniform_x,4.0,0.25,16,4.0,mass_density,trotter1,0.1435098613797661,0.007091454460329161,0.17514945477612615,0.03067733150837426,6.291263806209221e-16,0.17079007652517542,0.135932729486826,0.042697519131293854,0.008495795592926625
3,1.0,1.0,0.5,uniform_x,4.0,0.25,16,4.0,mass_density,trotter2,0.14350986137976635,0.007091454460328911,0.06156551851108277,0.0037903130695384757,1.3322676295501878e-15,0.17079007652517542,0.135932729486826,0.042697519131293854,0.008495795592926625
3,1.0,1.0,0.5,uniform_x,4.0,0.125,32,4.0,mass_density,exact,0.15060131584009526,0.0,0.0,0.0,8.881784197001252e-16,0.17079007652517542,0.135932729486826,0.021348759565646927,0.0021239488982316562
3,1.0,1.0,0.5,uniform_x,4.0,0.125,32,4.0,mass_density,trotter1,0.14899942955973694,0.0016018862803583167,0.08036807103986751,0.006459026842669191,1.1102230246251565e-16,0.17079007652517542,0.135932729486826,0.021348759565646927,0.0021239488982316562
3,1.0,1.0,0.5,uniform_x,4.0,0.125,32,4.0,mass_density,trotter2,0.1489994295597371,0.0016018862803581502,0.014768119444342018,0.0002180973519223528,2.220446049250313e-16,0.17079007652517542,0.135932729486826,0.021348759565646927,0.0021239488982316562
3,1.0,1.0,0.5,uniform_x,4.0,0.0625,64,4.0,mass_density,exact,0.15060131584009526,0.0,0.0,0.0,8.881784197001252e-16,0.17079007652517542,0.135932729486826,0.010674379782823464,0.0005309872245579141
3,1.0,1.0,0.5,uniform_x,4.0,0.0625,64,4.0,mass_density,trotter1,0.15021117340570733,0.0003901424343879245,0.03905255675787437,0.001525102189326999,5.662137425588298e-15,0.17079007652517542,0.135932729486826,0.010674379782823464,0.0005309872245579141
3,1.0,1.0,0.5,uniform_x,4.0,0.0625,64,4.0,mass_density,trotter2,0.15021117340570617,0.00039014243438909024,0.0036534903541982962,1.3347991768219991e-05,1.3026616822268503e-14,0.17079007652517542,0.135932729486826,0.010674379782823464,0.0005309872245579141
3,1.0,1.0,0.5,uniform_x,4.0,0.03125,128,4.0,mass_density,exact,0.15060131584009526,0.0,0.0,0.0,8.881784197001252e-16,0.17079007652517542,0.135932729486826,0.005337189891411732,0.00013274680613947851
3,1.0,1.0,0.5,uniform_x,4.0,0.03125,128,4.0,mass_density,trotter1,0.15050441980574888,9.689603434637206e-05,0.019326196229067193,0.00037350186068441094,2.220446049250313e-16,0.17079007652517542,0.135932729486826,0.005337189891411732,0.00013274680613947851
3,1.0,1.0,0.5,uniform_x,4.0,0.03125,128,4.0,mass_density,trotter2,0.15050441980575116,9.68960343440961e-05,0.0009109715015737206,8.298690766794792e-07,1.4284869583510346e-14,0.17079007652517542,0.135932729486826,0.005337189891411732,0.00013274680613947851
3,1.0,1.0,0.5,domain_wall_x,0.5,0.5,1,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.810966440042345e-16,0.7861142219072353,0.14168642418827515,0.39305711095361767,0.03542160604706879
3,1.0,1.0,0.5,domain_wall_x,0.5,0.5,1,0.5,mass_density,trotter1,0.04865443028773815,0.037368211013295446,0.48389740577782225,0.23415669931850636,2.9605947323337506e-16,0.7861142219072353,0.14168642418827515,0.39305711095361767,0.03542160604706879
3,1.0,1.0,0.5,domain_wall_x,0.5,0.5,1,0.5,mass_density,trotter2,0.04865443028773815,0.037368211013295446,0.1244471676387691,0.0154870975333119,3.7007434154171886e-16,0.7861142219072353,0.14168642418827515,0.39305711095361767,0.03542160604706879
3,1.0,1.0,0.5,domain_wall_x,0.5,0.25,2,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.810966440042345e-16,0.7861142219072353,0.14168642418827515,0.19652855547680884,0.008855401511767197
3,1.0,1.0,0.5,domain_wall_x,0.5,0.25,2,0.5,mass_density,trotter1,0.07819549873641754,0.007827142564616058,0.2275604413326373,0.05178375445950467,3.7007434154171886e-16,0.7861142219072353,0.14168642418827515,0.19652855547680884,0.008855401511767197
3,1.0,1.0,0.5,domain_wall_x,0.5,0.25,2,0.5,mass_density,trotter2,0.07819549873641757,0.00782714256461603,0.027051032041589634,0.0007317583345151091,2.590520390792032e-16,0.7861142219072353,0.14168642418827515,0.19652855547680884,0.008855401511767197
3,1.0,1.0,0.5,domain_wall_x,0.5,0.125,4,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.810966440042345e-16,0.7861142219072353,0.14168642418827515,0.09826427773840442,0.0022138503779417992
3,1.0,1.0,0.5,domain_wall_x,0.5,0.125,4,0.5,mass_density,trotter1,0.08414300006665687,0.0018796412343767277,0.11068299007543919,0.012250724292039772,3.7007434154171886e-16,0.7861142219072353,0.14168642418827515,0.09826427773840442,0.0022138503779417992
3,1.0,1.0,0.5,domain_wall_x,0.5,0.125,4,0.5,mass_density,trotter2,0.08414300006665684,0.0018796412343767555,0.006558572153564669,4.30148686935139e-05,2.220446049250313e-16,0.7861142219072353,0.14168642418827515,0.09826427773840442,0.0022138503779417992
3,1.0,1.0,0.5,domain_wall_x,0.5,0.0625,8,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.810966440042345e-16,0.7861142219072353,0.14168642418827515,0.04913213886920221,0.0005534625944854498
3,1.0,1.0,0.5,domain_wall_x,0.5,0.0625,8,0.5,mass_density,trotter1,0.08555733790277564,0.00046530339825795464,0.05461447074901665,0.0029827404151951953,6.291263806209221e-16,0.7861142219072353,0.14168642418827515,0.04913213886920221,0.0005534625944854498
3,1.0,1.0,0.5,domain_wall_x,0.5,0.0625,8,0.5,mass_density,trotter2,0.08555733790277543,0.0004653033982581628,0.0016275002703080564,2.6487571298527968e-06,1.9984014443252818e-15,0.7861142219072353,0.14168642418827515,0.04913213886920221,0.0005534625944854498
3,1.0,1.0,0.5,domain_wall_x,0.5,0.03125,16,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.810966440042345e-16,0.7861142219072353,0.14168642418827515,0.024566069434601105,0.00013836564862136245
3,1.0,1.0,0.5,domain_wall_x,0.5,0.03125,16,0.5,mass_density,trotter1,0.08590660021393526,0.00011604108709833971,0.027131075656428142,0.0007360952662748277,7.031412489292658e-16,0.7861142219072353,0.14168642418827515,0.024566069434601105,0.00013836564862136245
3,1.0,1.0,0.5,domain_wall_x,0.5,0.03125,16,0.5,mass_density,trotter2,0.08590660021393547,0.00011604108709813155,0.00040612530114180736,1.649377602275237e-07,4.440892098500626e-16,0.7861142219072353,0.14168642418827515,0.024566069434601105,0.00013836564862136245
3,1.0,1.0,0.5,domain_wall_x,1.0,0.5,2,1.0,mass_density,exact,0.132493713398223,0.0,0.0,0.0,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.31787677751458937,0.005952459135727409
3,1.0,1.0,0.5,domain_wall_x,1.0,0.5,2,1.0,mass_density,trotter1,0.11161506318680506,0.020878650211417937,0.5301478320111188,0.2810567237860895,4.440892098500626e-16,0.6357535550291787,0.023809836542909635,0.31787677751458937,0.005952459135727409
3,1.0,1.0,0.5,domain_wall_x,1.0,0.5,2,1.0,mass_density,trotter2,0.11161506318680507,0.020878650211417923,0.13436513886657883,0.018053990542635012,5.551115123125783e-16,0.6357535550291787,0.023809836542909635,0.31787677751458937,0.005952459135727409
3,1.0,1.0,0.5,domain_wall_x,1.0,0.25,4,1.0,mass_density,exact,0.132493713398223,0.0,0.0,0.0,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.15893838875729469,0.0014881147839318522
3,1.0,1.0,0.5,domain_wall_x,1.0,0.25,4,1.0,mass_density,trotter1,0.12815410892862097,0.004339604469602021,0.2518551456745061,0.0634310144027267,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.15893838875729469,0.0014881147839318522
3,1.0,1.0,0.5,domain_wall_x,1.0,0.25,4,1.0,mass_density,trotter2,0.12815410892862097,0.004339604469602021,0.0317281957109516,0.0010066784030724474,0.0,0.6357535550291787,0.023809836542909635,0.15893838875729469,0.0014881147839318522
3,1.0,1.0,0.5,domain_wall_x,1.0,0.125,8,1.0,mass_density,exact,0.132493713398223,0.0,0.0,0.0,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.07946919437864734,0.00037202869598296304
3,1.0,1.0,0.5,domain_wall_x,1.0,0.125,8,1.0,mass_density,trotter1,0.13145509857947218,0.0010386148187508104,0.12228412484352644,0.014953407188747159,1.4802973661668753e-16,0.6357535550291787,0.023809836542909635,0.07946919437864734,0.00037202869598296304
3,1.0,1.0,0.5,domain_wall_x,1.0,0.125,8,1.0,mass_density,trotter2,0.13145509857947224,0.001038614818750755,0.007822768899332254,6.119571325235995e-05,1.8503717077085943e-16,0.6357535550291787,0.023809836542909635,0.07946919437864734,0.00037202869598296304
3,1.0,1.0,0.5,domain_wall_x,1.0,0.0625,16,1.0,mass_density,exact,0.132493713398223,0.0,0.0,0.0,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.03973459718932367,9.300717399574076e-05
3,1.0,1.0,0.5,domain_wall_x,1.0,0.0625,16,1.0,mass_density,trotter1,0.13223685165160495,0.0002568617466180423,0.060236181874269,0.0036283976067900126,1.5173048003210472e-15,0.6357535550291787,0.023809836542909635,0.03973459718932367,9.300717399574076e-05
3,1.0,1.0,0.5,domain_wall_x,1.0,0.0625,16,1.0,mass_density,trotter2,0.1322368516516048,0.0002568617466182088,0.0019489251601533565,3.7983092798787865e-06,3.0346096006420944e-15,0.6357535550291787,0.023809836542909635,0.03973459718932367,9.300717399574076e-05
3,1.0,1.0,0.5,domain_wall_x,1.0,0.03125,32,1.0,mass_density,exact,0.132493713398223,0.0,0.0,0.0,2.220446049250313e-16,0.6357535550291787,0.023809836542909635,0.019867298594661836,2.325179349893519e-05
3,1.0,1.0,0.5,domain_wall_x,1.0,0.03125,32,1.0,mass_density,trotter1,0.13242967095647096,6.404244175203799e-05,0.029893557850788385,0.000893624800978432,7.771561172376096e-16,0.6357535550291787,0.023809836542909635,0.019867298594661836,2.325179349893519e-05
3,1.0,1.0,0.5,domain_wall_x,1.0,0.03125,32,1.0,mass_density,trotter2,0.13242967095647123,6.404244175176044e-05,0.0004868092434174079,2.3698323947662914e-07,1.7763568394002505e-15,0.6357535550291787,0.023809836542909635,0.019867298594661836,2.325179349893519e-05
3,1.0,1.0,0.5,domain_wall_x,2.0,0.5,4,2.0,mass_density,exact,0.16241425019398129,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.009491810748637395,0.01523816380591898
3,1.0,1.0,0.5,domain_wall_x,2.0,0.5,4,2.0,mass_density,trotter1,0.14487715923979794,0.01753709095418335,0.2557807968537792,0.06542381603915426,5.181040781584064e-16,0.01898362149727479,0.06095265522367592,0.009491810748637395,0.01523816380591898
3,1.0,1.0,0.5,domain_wall_x,2.0,0.5,4,2.0,mass_density,trotter2,0.14487715923979788,0.017537090954183404,0.14942460656698928,0.022327713047699538,8.881784197001252e-16,0.01898362149727479,0.06095265522367592,0.009491810748637395,0.01523816380591898
3,1.0,1.0,0.5,domain_wall_x,2.0,0.25,8,2.0,mass_density,exact,0.16241425019398129,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.0047459053743186975,0.003809540951479745
3,1.0,1.0,0.5,domain_wall_x,2.0,0.25,8,2.0,mass_density,trotter1,0.1598053107533714,0.0026089394406098865,0.09692983974075972,0.009395393832169363,3.3306690738754696e-16,0.01898362149727479,0.06095265522367592,0.0047459053743186975,0.003809540951479745
3,1.0,1.0,0.5,domain_wall_x,2.0,0.25,8,2.0,mass_density,trotter2,0.15980531075337145,0.002608939440609831,0.03190400822365658,0.0010178657407351466,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.0047459053743186975,0.003809540951479745
3,1.0,1.0,0.5,domain_wall_x,2.0,0.125,16,2.0,mass_density,exact,0.16241425019398129,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.0023729526871593487,0.0009523852378699362
3,1.0,1.0,0.5,domain_wall_x,2.0,0.125,16,2.0,mass_density,trotter1,0.1618452107680415,0.0005690394259397769,0.044691481378366545,0.0019973285077928837,1.1102230246251565e-16,0.01898362149727479,0.06095265522367592,0.0023729526871593487,0.0009523852378699362
3,1.0,1.0,0.5,domain_wall_x,2.0,0.125,16,2.0,mass_density,trotter2,0.16184521076804162,0.0005690394259396658,0.007663506473670921,5.8729331471996105e-05,4.440892098500626e-16,0.01898362149727479,0.06095265522367592,0.0023729526871593487,0.0009523852378699362
3,1.0,1.0,0.5,domain_wall_x,2.0,0.0625,32,2.0,mass_density,exact,0.16241425019398129,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.0011864763435796744,0.00023809630946748406
3,1.0,1.0,0.5,domain_wall_x,2.0,0.0625,32,2.0,mass_density,trotter1,0.16227681974177552,0.00013743045220576677,0.02184116534779567,0.0004770365037497504,2.7385501274087196e-15,0.01898362149727479,0.06095265522367592,0.0011864763435796744,0.00023809630946748406
3,1.0,1.0,0.5,domain_wall_x,2.0,0.0625,32,2.0,mass_density,trotter2,0.162276819741775,0.00013743045220629413,0.0018968290542110877,3.59796046089933e-06,5.958196898821673e-15,0.01898362149727479,0.06095265522367592,0.0011864763435796744,0.00023809630946748406
3,1.0,1.0,0.5,domain_wall_x,2.0,0.03125,64,2.0,mass_density,exact,0.16241425019398129,0.0,0.0,0.0,2.220446049250313e-16,0.01898362149727479,0.06095265522367592,0.0005932381717898372,5.9524077366871015e-05
