n_sites,backend,split,j,g,m,initial_state,t_target,dt,n_steps,t_used,observable_name,method,observable,observable_error,state_error,state_infidelity,gauss_violation,defect1_obs_response,defect2_obs_response,defect1_predictor,defect2_predictor
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.5,1,0.5,mass_density,exact,0.23628123725544517,0.0,0.0,0.0,4.440892098500626e-16,1.763170125331975,0.18540107362405167,0.8815850626659875,0.04635026840601292
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.5,1,0.5,mass_density,trotter1,0.14596329086321436,0.09031794639223081,0.6264126558871539,0.3923928154555979,5.921189464667501e-16,1.763170125331975,0.18540107362405167,0.8815850626659875,0.04635026840601292
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.5,1,0.5,mass_density,trotter2,0.14596329086321436,0.09031794639223081,0.18401341583311442,0.033860937206570685,3.7007434154171886e-16,1.763170125331975,0.18540107362405167,0.8815850626659875,0.04635026840601292
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.25,2,0.5,mass_density,exact,0.23628123725544517,0.0,0.0,0.0,4.440892098500626e-16,1.763170125331975,0.18540107362405167,0.44079253133299373,0.01158756710150323
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.25,2,0.5,mass_density,trotter1,0.21606453827182676,0.020216698983618414,0.29860315186539405,0.08916384230394758,2.9605947323337506e-16,1.763170125331975,0.18540107362405167,0.44079253133299373,0.01158756710150323
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.25,2,0.5,mass_density,trotter2,0.21606453827182676,0.020216698983618414,0.039552248102593154,0.001564380329969084,7.401486830834377e-17,1.763170125331975,0.18540107362405167,0.44079253133299373,0.01158756710150323
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.125,4,0.5,mass_density,exact,0.23628123725544517,0.0,0.0,0.0,4.440892098500626e-16,1.763170125331975,0.18540107362405167,0.22039626566649687,0.0028968917753758074
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.125,4,0.5,mass_density,trotter1,0.23133962804877367,0.004941609206671499,0.14492273593272412,0.021002599390226084,1.1102230246251565e-15,1.763170125331975,0.18540107362405167,0.22039626566649687,0.0028968917753758074
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.125,4,0.5,mass_density,trotter2,0.23133962804877412,0.004941609206671055,0.009582959571549537,9.183311414995288e-05,1.4802973661668753e-16,1.763170125331975,0.18540107362405167,0.22039626566649687,0.0028968917753758074
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.0625,8,0.5,mass_density,exact,0.23628123725544517,0.0,0.0,0.0,4.440892098500626e-16,1.763170125331975,0.18540107362405167,0.11019813283324843,0.0007242229438439518
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.0625,8,0.5,mass_density,trotter1,0.23505264341990792,0.0012285938355372505,0.07134594843920081,0.0050902443586891,2.9605947323337506e-16,1.763170125331975,0.18540107362405167,0.11019813283324843,0.0007242229438439518
3,dense,original,1.0,1.0,0.5,neel_x,0.5,0.0625,8,0.5,mass_density,trotter2,0.23505264341990784,0.0012285938355373338,0.002377608289868637,5.653021180052065e-06,4.810966440042345e-16,1.763170125331975,0.18540107362405167,0.11019813283324843,0.0007242229438439518
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.5,2,1.0,mass_density,exact,0.2863194145201872,0.0,0.0,0.0,0.0,1.5492996572243989,0.08210522968972069,0.7746498286121994,0.02052630742243017
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.5,2,1.0,mass_density,trotter1,0.20259463056492424,0.08372478395526298,0.6827499132652943,0.46614744406376696,5.181040781584064e-16,1.5492996572243989,0.08210522968972069,0.7746498286121994,0.02052630742243017
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.5,2,1.0,mass_density,trotter2,0.20259463056492436,0.08372478395526287,0.21591898717883615,0.046621009024334414,4.440892098500626e-16,1.5492996572243989,0.08210522968972069,0.7746498286121994,0.02052630742243017
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.25,4,1.0,mass_density,exact,0.2863194145201872,0.0,0.0,0.0,0.0,1.5492996572243989,0.08210522968972069,0.3873249143060997,0.005131576855607543
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.25,4,1.0,mass_density,trotter1,0.266032128667092,0.020287285853095194,0.3330893138010482,0.11094849096845316,3.3306690738754696e-16,1.5492996572243989,0.08210522968972069,0.3873249143060997,0.005131576855607543
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.25,4,1.0,mass_density,trotter2,0.266032128667092,0.020287285853095194,0.04817073283460659,0.0023204195018230456,2.220446049250313e-16,1.5492996572243989,0.08210522968972069,0.3873249143060997,0.005131576855607543
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.125,8,1.0,mass_density,exact,0.2863194145201872,0.0,0.0,0.0,0.0,1.5492996572243989,0.08210522968972069,0.19366245715304986,0.0012828942139018857
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.125,8,1.0,mass_density,trotter1,0.2813295544136216,0.004989860106565602,0.1623160993516627,0.026346516108738838,1.5543122344752192e-15,1.5492996572243989,0.08210522968972069,0.19366245715304986,0.0012828942139018857
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.125,8,1.0,mass_density,trotter2,0.28132955441362223,0.004989860106564992,0.011743293128295803,0.00013790493349707944,3.7007434154171886e-16,1.5492996572243989,0.08210522968972069,0.19366245715304986,0.0012828942139018857
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.0625,16,1.0,mass_density,exact,0.2863194145201872,0.0,0.0,0.0,0.0,1.5492996572243989,0.08210522968972069,0.09683122857652493,0.0003207235534754714
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.0625,16,1.0,mass_density,trotter1,0.2850774919507418,0.0012419225694454417,0.08001321677869502,0.006402114859274444,5.181040781584064e-16,1.5492996572243989,0.08210522968972069,0.09683122857652493,0.0003207235534754714
3,dense,original,1.0,1.0,0.5,neel_x,1.0,0.0625,16,1.0,mass_density,trotter2,0.28507749195074145,0.0012419225694457747,0.0029176419306842175,8.512634435686728e-06,9.251858538542972e-16,1.5492996572243989,0.08210522968972069,0.09683122857652493,0.0003207235534754714
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,trotter1,0.04865443028773814,0.03736821101329546,0.4838974057778225,0.23415669931850658,4.070817756958907e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.5,1,0.5,mass_density,trotter2,0.04865443028773814,0.03736821101329546,0.12444716763876999,0.015487097533312122,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.3930571109536177,0.035421606047068774
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,trotter1,0.07819549873641753,0.007827142564616071,0.2275604413326373,0.05178375445950467,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.25,2,0.5,mass_density,trotter2,0.07819549873641754,0.007827142564616058,0.027051032041589634,0.0007317583345151091,2.9605947323337506e-16,0.7861142219072355,0.1416864241882751,0.19652855547680886,0.008855401511767193
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,exact,0.0860226413010336,0.0,0.0,0.0,4.440892098500626e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,trotter1,0.08414300006665683,0.0018796412343767693,0.1106829900754412,0.012250724292040216,6.661338147750939e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
3,dense,original,1.0,1.0,0.5,uniform_x,0.5,0.125,4,0.5,mass_density,trotter2,0.08414300006665684,0.0018796412343767555,0.006558572153598524,4.3014868693957986e-05,4.810966440042345e-16,0.7861142219072355,0.1416864241882751,0.09826427773840443,0.0022138503779417984
