n_sites,j,g,m,dt,n_steps,t_used,observable_name,method,observable,observable_error,state_error,state_infidelity,gauss_violation
4,1.0,1.5,0.5,0.2,10,2.0,staggered_magnetization,trotter1,0.5001672000413419,0.0519391497172671,0.32612760270485086,0.10635921324601305,7.216449660063518e-16
4,1.0,1.5,0.5,0.2,10,2.0,staggered_magnetization,trotter2,0.5001672000413422,0.051939149717266764,0.058108442480601895,0.003376591087521419,8.326672684688674e-17
4,1.0,1.5,0.5,0.1,20,2.0,staggered_magnetization,exact,0.552106349758609,0.0,0.0,0.0,1.2490009027033011e-15
4,1.0,1.5,0.5,0.1,20,2.0,staggered_magnetization,trotter1,0.5394046877223221,0.012701662036286865,0.15628227969998082,0.024424150948223033,2.7755575615628914e-16
4,1.0,1.5,0.5,0.1,20,2.0,staggered_magnetization,trotter2,0.5394046877223213,0.012701662036287642,0.014166627093773615,0.00020069332321404065,1.6930901125533637e-15
4,1.0,1.5,0.5,0.05,40,2.0,staggered_magnetization,exact,0.552106349758609,0.0,0.0,0.0,1.2490009027033011e-15
4,1.0,1.5,0.5,0.05,40,2.0,staggered_magnetization,trotter1,0.5489496878800204,0.0031566618785885403,0.07637607922724884,0.005833305478126993,4.107825191113079e-15
4,1.0,1.5,0.5,0.05,40,2.0,staggered_magnetization,trotter2,0.5489496878800224,0.003156661878586542,0.0035192073457501094,1.238482034238153e-05,8.326672684688674e-17
4,1.0,1.5,0.5,0.025,80,2.0,staggered_magnetization,exact,0.552106349758609,0.0,0.0,0.0,1.2490009027033011e-15
4,1.0,1.5,0.5,0.025,80,2.0,staggered_magnetization,trotter1,0.5513183711198265,0.0007879786387824383,0.03774599503597595,0.0014247601412559208,7.549516567451064e-15
4,1.0,1.5,0.5,0.025,80,2.0,staggered_magnetization,trotter2,0.5513183711198301,0.0007879786387788856,0.0008784001866043952,7.715868878266363e-07,1.2045919817182948e-14
