n_sites,j,g,m,initial_state,t_target,observable_name,method,metric,slope,prefactor,points
3,1.0,0.5,0.5,domain_wall_x,4.0,electric_density,trotter2,state_error,2.0376380833505947,0.9726903578008876,5
3,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter1,observable_error,2.0521905951403454,0.48718017273161013,5
3,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter1,state_error,1.0356462059185325,1.2657790630860863,5
3,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter2,observable_error,2.0521905951378105,0.48718017272989067,5
3,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter2,state_error,2.060993007690233,0.7241800241590185,5
3,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter1,observable_error,2.0539434774691094,0.9086925660184123,5
3,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter1,state_error,1.0264746956008657,1.3831227039518368,5
3,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter2,observable_error,2.053943477466974,0.9086925660157182,5
3,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter2,state_error,2.046883843872459,0.853806306970786,5
3,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter1,observable_error,0.8732779334377019,0.003956425941042317,5
3,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter1,state_error,1.0309089760616141,1.0806775895372511,5
3,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter2,observable_error,0.8732779334825932,0.003956425941290815,5
3,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter2,state_error,2.0828965538638347,1.033999879957881,5
3,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter1,observable_error,1.5564332450142786,0.03078028709870025,5
3,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter1,state_error,1.0840170081340081,1.7683710322647095,5
3,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter2,observable_error,1.5564332449615188,0.030780287096417537,5
3,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter2,state_error,2.038408904736999,1.8617554248186645,5
3,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter1,observable_error,2.040459700776495,0.2697007321297809,5
3,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter1,state_error,1.037226072393301,0.9728583648910968,5
3,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter2,observable_error,2.040459700776597,0.2697007321298491,5
3,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter2,state_error,2.0573739495858776,0.49071085789777236,5
3,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter1,observable_error,2.005202767303103,0.48560558772149376,5
3,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter1,state_error,1.0360868363746987,1.0699173635399444,5
3,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter2,observable_error,2.005202767303234,0.48560558772159584,5
3,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter2,state_error,2.0242188091743496,0.5346887295062339,5
3,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter1,observable_error,2.154671673538097,0.22737169223772116,5
3,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter1,state_error,1.1268900321547526,0.5029355751679767,5
3,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter2,observable_error,2.1546716735521976,0.22737169224223044,5
3,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter2,state_error,2.067865091237317,0.5896435970860469,5
3,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter1,observable_error,2.152380901699792,0.7068902859740882,5
3,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter1,state_error,1.1255554520335933,0.8966331572359515,5
3,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter2,observable_error,2.152380901707715,0.706890285982081,5
3,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter2,state_error,2.0665826149698834,1.131948118103925,5
3,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter1,observable_error,2.040459700775913,0.2697007321295663,5
3,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter1,state_error,1.0372260723931264,0.972858364890858,5
3,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter2,observable_error,2.0404597007763416,0.2697007321297479,5
3,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter2,state_error,2.0573739492095293,0.49071085763713224,5
3,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter1,observable_error,2.005202767303099,0.48560558772148676,5
3,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter1,state_error,1.0360868363746045,1.0699173635397925,5
3,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter2,observable_error,2.005202767303376,0.4856055877216782,5
3,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter2,state_error,2.0242188087688238,0.5346887292048674,5
3,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter1,observable_error,2.15467167353902,0.22737169223796708,5
3,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter1,state_error,1.126890032154586,0.5029355751678349,5
3,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter2,observable_error,2.154671673552875,0.227371692242444,5
3,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter2,state_error,2.067865090942095,0.5896435968488332,5
3,1.0,1.0,0.5,domain_wall_x,4.0,electric_density,trotter1,observable_error,2.1523809017002646,0.7068902859745171,5
3,1.0,1.0,0.5,domain_wall_x,4.0,electric_density,trotter1,state_error,1.1255554520331659,0.8966331572354281,5
