n_sites,j,g,m,initial_state,t_target,dt,n_steps,t_used,observable_name,method,observable,observable_error,state_error,state_infidelity,gauss_violation,defect1_obs_response,defect2_obs_response,defect1_predictor,defect2_predictor
3,1.0,0.5,0.5,neel_x,4.0,0.25,16,4.0,staggered_magnetization,exact,0.40930959736645045,0.0,0.0,0.0,0.0,2.3231743513110104,0.013941903323844453,0.5807935878277526,0.0008713689577402783
3,1.0,0.5,0.5,neel_x,4.0,0.25,16,4.0,staggered_magnetization,trotter1,0.33970911938965004,0.06960047797680041,0.24830405298659003,0.06165490272956731,3.7007434154171886e-16,2.3231743513110104,0.013941903323844453,0.5807935878277526,0.0008713689577402783
3,1.0,0.5,0.5,neel_x,4.0,0.25,16,4.0,staggered_magnetization,trotter2,0.3397091193896494,0.06960047797680102,0.09166370471222138,0.008402234761569316,3.7007434154171886e-16,2.3231743513110104,0.013941903323844453,0.5807935878277526,0.0008713689577402783
3,1.0,0.5,0.5,neel_x,4.0,0.125,32,4.0,staggered_magnetization,exact,0.40930959736645045,0.0,0.0,0.0,0.0,2.3231743513110104,0.013941903323844453,0.2903967939138763,0.00021784223943506958
3,1.0,0.5,0.5,neel_x,4.0,0.125,32,4.0,staggered_magnetization,trotter1,0.39212465968562726,0.017184937680823187,0.10941266560642468,0.011971131395103307,1.5543122344752192e-15,2.3231743513110104,0.013941903323844453,0.2903967939138763,0.00021784223943506958
3,1.0,0.5,0.5,neel_x,4.0,0.125,32,4.0,staggered_magnetization,trotter2,0.39212465968562804,0.01718493768082241,0.022512294523378183,0.0005068034047073233,5.921189464667501e-16,2.3231743513110104,0.013941903323844453,0.2903967939138763,0.00021784223943506958
3,1.0,0.5,0.5,neel_x,4.0,0.0625,64,4.0,staggered_magnetization,exact,0.40930959736645045,0.0,0.0,0.0,0.0,2.3231743513110104,0.013941903323844453,0.14519839695693815,5.4460559858767396e-05
3,1.0,0.5,0.5,neel_x,4.0,0.0625,64,4.0,staggered_magnetization,trotter1,0.4050306433618567,0.004278954004593771,0.05125502781588393,0.0026270778764070357,5.551115123125783e-15,2.3231743513110104,0.013941903323844453,0.14519839695693815,5.4460559858767396e-05
3,1.0,0.5,0.5,neel_x,4.0,0.0625,64,4.0,staggered_magnetization,trotter2,0.40503064336185973,0.004278954004590718,0.005601545401205267,3.1377310881763876e-05,9.62193288008469e-16,2.3231743513110104,0.013941903323844453,0.14519839695693815,5.4460559858767396e-05
3,1.0,0.5,0.5,neel_x,4.0,0.03125,128,4.0,staggered_magnetization,exact,0.40930959736645045,0.0,0.0,0.0,0.0,2.3231743513110104,0.013941903323844453,0.07259919847846907,1.3615139964691849e-05
3,1.0,0.5,0.5,neel_x,4.0,0.03125,128,4.0,staggered_magnetization,trotter1,0.408240992799518,0.001068604566932474,0.02480713755069982,0.000615394073459341,1.2360483007493409e-14,2.3231743513110104,0.013941903323844453,0.07259919847846907,1.3615139964691849e-05
3,1.0,0.5,0.5,neel_x,4.0,0.03125,128,4.0,staggered_magnetization,trotter2,0.40824099279952214,0.0010686045669283106,0.0013987096311665883,1.9563886323181734e-06,1.9317880628477724e-14,2.3231743513110104,0.013941903323844453,0.07259919847846907,1.3615139964691849e-05
3,1.0,0.5,0.5,uniform_x,0.5,0.5,1,0.5,staggered_magnetization,exact,0.14238649835207728,0.0,0.0,0.0,3.3306690738754696e-16,1.0156712177122433,0.19727064491767993,0.5078356088561217,0.04931766122941998
3,1.0,0.5,0.5,uniform_x,0.5,0.5,1,0.5,staggered_magnetization,trotter1,0.09730886057547625,0.04507763777660104,0.33612550667638824,0.1129803562384587,8.511709855459534e-16,1.0156712177122433,0.19727064491767993,0.5078356088561217,0.04931766122941998
3,1.0,0.5,0.5,uniform_x,0.5,0.5,1,0.5,staggered_magnetization,trotter2,0.09730886057547633,0.045077637776600954,0.09256357418938571,0.008568015266713913,3.3306690738754696e-16,1.0156712177122433,0.19727064491767993,0.5078356088561217,0.04931766122941998
3,1.0,0.5,0.5,uniform_x,0.5,0.25,2,0.5,staggered_magnetization,exact,0.14238649835207728,0.0,0.0,0.0,3.3306690738754696e-16,1.0156712177122433,0.19727064491767993,0.25391780442806083,0.012329415307354995
3,1.0,0.5,0.5,uniform_x,0.5,0.25,2,0.5,staggered_magnetization,trotter1,0.13224685426149316,0.010139644090584127,0.15447391930463894,0.023862191745336103,0.0,1.0156712177122433,0.19727064491767993,0.25391780442806083,0.012329415307354995
3,1.0,0.5,0.5,uniform_x,0.5,0.25,2,0.5,staggered_magnetization,trotter2,0.13224685426149296,0.010139644090584321,0.020839566500039045,0.0004342875319095496,5.181040781584064e-16,1.0156712177122433,0.19727064491767993,0.25391780442806083,0.012329415307354995
