family,seed,parameter_name,parameter_value,t_final,nested_abs_initial,nested_abs_final,h_a_energy_density_initial,h_total_energy_density_initial,gauss_violation_initial,q1,power_prefactor_trotter1,q2,power_prefactor_trotter2,linear_prefactor_trotter1,quadratic_prefactor_trotter1,linear_prefactor_abs_trotter1,error_trotter1_dtmin,error_trotter2_dtmin,ratio_dtmin_e1_over_e2,exact_state_infidelity_from_initial
sector_ground_interp,neel_x,lambda,0.75,0.5,2.7600824971589524,3.5224844450819353,-0.9175007365817763,-0.5312407927277957,1.1102230246251565e-16,1.4965039662654684,0.5161985141614279,2.0895619793741824,0.6887245954448937,0.06940439037705025,0.6760377843835722,0.06940439037705025,0.008956195453481586,0.0021666928743474534,4.1335786716790395,0.7093667814676681
sector_ground_interp,neel_x,lambda,0.75,1.0,2.7600824971589524,0.251708942992908,-0.9175007365817763,-0.5312407927277957,1.1102230246251565e-16,1.7049660460118157,0.19794748885942756,2.1239420803376095,0.6800718895141411,-0.10267944489599996,0.6732048103948092,0.10267944489599996,0.003286771540374933,0.0019713957421615413,1.667230718866799,0.7884376637113352
sector_ground_interp,neel_x,lambda,0.9,0.5,0.9547730928319955,3.8642527141582477,-0.988683169152492,-0.8636781171247389,2.220446049250313e-16,1.8381634755548009,0.6351637048777685,2.1109616489081313,0.7719200070011987,-0.016168214214049893,0.8161402156557074,0.016168214214049893,0.0042542756819222705,0.0023053294958549353,1.845408948947042,0.5045196644587986
sector_ground_interp,neel_x,lambda,0.9,1.0,0.9547730928319955,0.4021619566304323,-0.988683169152492,-0.8636781171247389,2.220446049250313e-16,3.0884999123452213,1.5765739783372719,2.1358922705355514,0.6782470647344143,-0.07874131468889746,0.7461827869132438,0.07874131468889746,0.00021302997285382874,0.0019098185354060604,0.11154461479165344,0.5648039547103604
sector_ground_interp,neel_x,lambda,1.0,0.5,8.249586630222831e-16,3.8155465475851535,-1.0,-1.0,0.0,2.1229280614167942,0.7734274327474777,2.1229280614169554,0.7734274327476303,-0.050413348526382434,0.8501878669616937,0.050413348526382434,0.002243598366318267,0.0022435983663173786,1.000000000000396,0.39323908605265623
sector_ground_interp,neel_x,lambda,1.0,1.0,8.249586630222831e-16,0.636603348696585,-1.0,-1.0,0.0,2.1426328432349155,0.6366548152228809,2.142632843235335,0.6366548152232,-0.04849852397078139,0.712742293193416,0.04849852397078139,0.0017637075310503736,0.0017637075310485972,1.0000000000010072,0.448580574555245
ha_evolved,uniform_x,tau,0.0,0.5,5.333333333333332,2.7603664521172835,0.0,1.1666666666666663,2.220446049250313e-16,0.7054375817314452,0.286506663656996,2.1868058637877827,0.30889129803090215,0.6551559902863769,-0.6777917401656546,0.6551559902863769,0.03726456059237032,0.0007678170086438674,48.5331272593032,0.47583075270768505
ha_evolved,uniform_x,tau,0.0,1.0,5.333333333333332,3.356926093054225,0.0,1.1666666666666663,2.220446049250313e-16,0.6965834035966758,0.027325057964546796,2.2138585860915523,0.24774228413686386,0.0003930312642119637,0.14276949151252533,0.0003930312642119637,0.005405273441159264,0.000573938231142268,9.417866153299348,0.783988395280137
h_evolved,uniform_x,tau,0.0,0.5,5.333333333333332,2.7603664521172835,0.0,1.1666666666666663,2.220446049250313e-16,0.7054375817314452,0.286506663656996,2.1868058637877827,0.30889129803090215,0.6551559902863769,-0.6777917401656546,0.6551559902863769,0.03726456059237032,0.0007678170086438674,48.5331272593032,0.47583075270768505
h_evolved,uniform_x,tau,0.0,1.0,5.333333333333332,3.356926093054225,0.0,1.1666666666666663,2.220446049250313e-16,0.6965834035966758,0.027325057964546796,2.2138585860915523,0.24774228413686386,0.0003930312642119637,0.14276949151252533,0.0003930312642119637,0.005405273441159264,0.000573938231142268,9.417866153299348,0.783988395280137
